CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,SHW,SHERWOOD,NORTH,DEVELOPING,2000s,2016,,4896,1565,486,0,2475,1196,255,122,722,191,43,55,554,1160,0,0,257,136,3,9,0,0,0,0,0,0,0,0,253,86,486,4,0,0,0,7,0,12,1,0,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,67,180,17,34,0,8,1106,1041,4216,20,26,0,0,161,304,305,556,125,2439,2457,208,352,196,183,427,410,391,174,73,25,185,378,189,161,434,484,349,161,79,37,393,730,385,344,861,894,740,335,152,62
Residential,1,COR,CORAL SPRINGS,NORTHEAST,BUILT-OUT,2000s,2016,,5831,1553,313,0,3015,1375,301,75,803,279,61,55,355,1437,1,0,0,36,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,146,10,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,75,1,0,0,0,1431,1345,5609,6,0,0,0,76,302,320,606,227,2999,2832,124,360,237,292,392,381,410,470,236,97,121,294,181,230,366,409,462,438,228,103,245,654,418,522,758,790,872,908,464,200
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,2000s,2016,,19256,5190,2188,0,8804,3639,576,262,2445,779,154,331,1481,3578,144,0,645,236,0,587,0,0,0,0,0,0,0,0,622,312,1534,23,0,0,0,420,65,1259,129,1,37,0,130,100,463,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,131,710,6,0,0,14,3475,3031,15290,45,36,8,0,302,801,851,2080,843,9807,9449,920,1646,630,576,2032,1737,1113,656,384,113,838,1520,603,540,2116,1672,939,680,409,132,1758,3166,1233,1116,4148,3409,2052,1336,793,245
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,2016,,17459,5572,1973,0,9229,4634,2205,1006,2862,1251,338,148,973,5098,185,0,0,224,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18,128,6,0,5,0,178,122,519,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,144,430,14,0,0,1,5030,4350,16382,63,1,3,0,558,1410,1294,1880,330,8906,8553,813,1506,582,526,1526,1760,1272,581,255,85,762,1389,506,416,1536,1814,1199,550,276,105,1575,2895,1088,942,3062,3574,2471,1131,531,190
Residual Sub Area,4,03D,03D,NORTH,N/A,OTHER,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03W,03W,NORTH,N/A,OTHER,2016,,35,16,4,0,18,7,11,4,3,1,0,1,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,35,0,1,0,0,3,4,2,3,1,19,16,3,0,0,5,2,2,3,2,2,0,1,0,0,1,4,0,3,1,5,1,4,0,0,6,6,2,6,3,7,1
Residential,1,CAR,CARRINGTON,NORTH,DEVELOPING,BUILDING OUT,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LIV,LIVINGSTON,NORTH,DEVELOPING,BUILDING OUT,2016,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,BUILT-OUT,2000s,2016,,10913,3941,559,0,5191,3313,1051,408,2251,873,288,97,432,2683,174,0,683,61,308,30,0,0,1,1,0,0,0,1,668,483,1149,14,0,0,0,21,1,36,9,0,0,0,171,154,321,3,0,0,0,300,293,476,8,0,0,0,0,0,0,0,0,0,0,2,0,115,0,0,0,0,61,33,163,0,0,0,1,2649,2349,8653,28,1,4,2,692,1270,690,1084,136,5324,5589,243,656,456,422,532,639,911,691,410,364,213,622,429,379,529,768,962,700,513,474,456,1278,885,801,1061,1407,1873,1391,923,838
Residential,1,RSN,REDSTONE,NORTHEAST,DEVELOPING,2000s,2016,,2366,929,304,0,1283,685,135,47,300,128,24,34,443,511,181,0,0,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,163,158,548,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,197,184,471,35,1,0,9,356,343,1346,10,136,0,0,61,173,185,241,57,1205,1161,144,175,66,57,338,214,115,72,22,2,122,154,45,67,357,204,106,77,26,3,266,329,111,124,695,418,221,149,48,5
Residential,1,SKR,SKYVIEW RANCH,NORTHEAST,DEVELOPING,2000s,2016,,8586,3788,1120,0,4538,2384,484,180,1450,458,121,58,1701,1433,229,16,1707,369,0,34,0,0,0,0,0,0,0,0,691,531,1367,308,708,0,0,30,3,73,3,0,1,0,229,202,662,0,0,0,0,0,0,0,0,0,0,0,15,13,23,1,0,0,0,0,0,0,0,0,0,0,309,273,782,40,20,0,0,1424,1362,5679,9,0,0,0,374,712,562,829,221,4359,4227,502,605,216,191,1178,859,390,241,140,37,434,555,175,202,1257,765,374,283,146,36,936,1160,391,393,2435,1624,764,524,286,73
Residual Sub Area,4,03I,03I,NORTHEAST,N/A,OTHER,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,VAL,VALLEY RIDGE,WEST,BUILT-OUT,2000s,2016,,5659,1933,424,0,2835,1829,815,267,1141,356,145,131,160,1770,0,0,52,107,0,3,0,0,0,1,0,0,0,0,48,39,78,4,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,104,101,178,3,0,0,1,1747,1687,5258,22,0,0,1,206,712,346,576,62,2786,2873,156,370,190,177,210,384,481,434,249,135,180,385,165,128,254,402,528,434,223,174,336,755,355,305,464,786,1009,868,472,309
Residential,1,UND,UNIVERSITY DISTRICT,NORTHWEST,BUILT-OUT,2000s,2016,,780,249,181,0,186,2,0,0,129,11,1,6,102,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,2,780,11,0,0,0,0,0,0,0,0,0,0,0,81,63,80,14,408,372,93,74,4,6,137,77,11,6,0,0,63,59,3,8,171,54,4,8,2,0,156,133,7,14,308,131,15,14,2,0
Residential,1,GAW,GARRISON WOODS,CENTRE,BUILT-OUT,2000s,2016,,3188,1428,260,0,1588,1022,385,130,753,205,109,125,236,426,212,0,469,304,0,11,0,0,5,1,0,0,0,0,447,235,569,22,0,0,0,10,0,14,1,0,0,0,204,163,484,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,184,2,0,0,0,295,249,650,9,0,0,0,417,375,1287,9,0,0,6,507,442,164,256,8,1461,1727,105,190,77,32,201,229,254,146,76,151,103,227,52,34,246,283,257,171,90,264,208,417,129,66,447,512,511,317,166,415
Residential,1,CNS,CORNERSTONE,NORTHEAST,DEVELOPING,2000s,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,YKV,YORKVILLE,SOUTH,DEVELOPING,BUILDING OUT,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SVO,SILVERADO,SOUTH,DEVELOPING,BUILDING OUT,2016,,6763,2391,828,0,3594,2042,756,300,1259,408,135,68,521,1756,120,1,138,374,0,2,0,0,0,0,0,0,0,0,135,113,263,3,0,0,0,2,0,6,0,0,0,0,116,103,368,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,321,259,700,23,30,0,6,1710,1566,5424,33,6,1,0,243,741,543,676,82,3393,3370,329,464,181,207,637,689,558,216,89,23,334,450,170,180,708,718,475,221,95,19,663,914,351,387,1345,1407,1033,437,184,42
Residential,1,BLM,BELMONT,SOUTH,DEVELOPING,BUILDING OUT,2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HIW,HIGHWOOD,CENTRE,BUILT-OUT,1950s,2016,,2329,1003,209,0,1232,563,319,203,518,129,47,17,292,738,75,3,19,16,0,152,0,0,0,0,0,0,0,0,17,0,36,2,0,0,1,123,5,207,14,0,14,0,72,35,173,3,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,16,14,38,0,0,0,4,704,507,1870,23,7,0,0,219,332,182,177,24,1147,1182,94,118,56,62,206,193,152,150,60,56,87,126,57,83,193,184,156,144,58,94,181,244,113,145,399,377,308,294,118,150
Residential,1,EVE,EVERGREEN,SOUTH,DEVELOPING,BUILDING OUT,2016,,21394,7182,1926,0,10708,6143,1868,867,3696,1663,457,336,1030,5329,337,0,855,642,0,17,0,0,0,2,0,0,0,11,717,543,1175,41,81,5,0,13,1,36,4,0,0,0,334,291,821,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,0,1,0,0,619,414,1539,23,0,0,3,5263,4894,17705,63,0,0,2,920,1895,1455,2338,339,10562,10832,816,1751,696,610,1246,1940,1677,1053,523,250,694,1671,655,528,1397,2111,1710,1051,653,362,1510,3422,1351,1138,2643,4051,3387,2104,1176,612
Residential,1,BNF,BANFF TRAIL,CENTRE,BUILT-OUT,1950s,2016,,4189,1950,211,0,2274,683,313,234,857,144,90,29,830,1019,251,4,119,4,0,540,0,1,1,0,0,11,0,0,114,0,171,5,0,0,2,444,19,804,63,0,31,0,229,134,584,17,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,48,5,0,0,0,4,0,13,0,0,0,5,978,530,2564,29,5,2,13,488,637,372,250,34,2299,1890,94,108,82,525,685,271,210,173,87,64,91,107,75,394,457,238,180,162,96,90,185,215,157,919,1142,509,390,335,183,154
